"company_id","city","state_name","lat","lng","population","position_count","wage_median"
4605,"Durham","North Carolina",35.9792,-78.9022,399616,65,136427
27732,"Durham","North Carolina",35.9792,-78.9022,399616,135,133000
9590,"Oxnard","California",34.1964,-119.1815,369962,13,104083
9590,"Mobile","Alabama",30.6782,-88.1162,320855,2,143034
4605,"Poughkeepsie","New York",41.695,-73.9211,314159,68,127692
27732,"Poughkeepsie","New York",41.695,-73.9211,314159,30,150000
9590,"Newark","New Jersey",40.7245,-74.1725,307355,2,160000
9604,"Newark","New Jersey",40.7245,-74.1725,307355,2,159305
4605,"Jersey City","New Jersey",40.7184,-74.0686,287899,2,162205
9604,"Jersey City","New Jersey",40.7184,-74.0686,287899,4,160000
9590,"Jersey City","New Jersey",40.7184,-74.0686,287899,9,121700
4605,"Springfield","Missouri",37.1943,-93.2916,286280,2,111520
9590,"Lubbock","Texas",33.5657,-101.8879,280890,9,129340
9604,"Gilbert","Arizona",33.31,-111.7463,267267,2,172750
9590,"York","Pennsylvania",39.9651,-76.7315,247176,6,73700
9604,"Arlington","Virginia",38.8786,-77.1011,235845,26,135300
4605,"Arlington","Virginia",38.8786,-77.1011,235845,16,126000
9590,"Arlington","Virginia",38.8786,-77.1011,235845,2763,107349
9604,"Green Bay","Wisconsin",44.5148,-87.9895,225633,2,187750
27732,"Clarksville","Tennessee",36.5692,-87.3413,210551,21,97500
9590,"Clarksville","Tennessee",36.5692,-87.3413,210551,7,109656
9590,"Amarillo","Texas",35.1984,-101.8316,205903,10,190000
9590,"Frisco","Texas",33.156,-96.8216,202075,3,150000
9604,"Overland Park","Kansas",38.887,-94.687,196676,4,136800
4605,"Overland Park","Kansas",38.887,-94.687,196676,3,98088
9590,"Waco","Texas",31.5599,-97.1882,195709,15,60653
9590,"Hagerstown","Maryland",39.6401,-77.7217,195261,25,119004
9590,"Vancouver","Washington",45.6366,-122.5967,190700,2,144600
9590,"Tempe","Arizona",33.3881,-111.9319,181005,724,90560
9590,"Danbury","Connecticut",41.4015,-73.4709,180143,2,149600
9590,"Elk Grove","California",38.4161,-121.3842,176105,7,140000
9590,"Santa Cruz","California",36.9789,-122.0346,167835,9,158300
27732,"Santa Cruz","California",36.9789,-122.0346,167835,2,189000
9590,"Corona","California",33.8616,-117.5649,158346,4,148850
9590,"Macon","Georgia",32.8065,-83.6974,156554,6,121950
4605,"Naperville","Illinois",41.748,-88.1659,149089,2,109470
191,"Naperville","Illinois",41.748,-88.1659,149089,4,187231
9590,"Surprise","Arizona",33.6815,-112.4515,145591,3,166900
4605,"Columbia","Missouri",38.9472,-92.3268,142637,2,98956
4605,"Hampton","Virginia",37.0551,-76.363,137217,5,103800
9590,"Yakima","Washington",46.5923,-120.5496,132354,4,62850
4605,"Carrollton","Texas",32.989,-96.8999,132284,3,147314
9590,"Carrollton","Texas",32.989,-96.8999,132284,9,107500
9590,"Round Rock","Texas",30.527,-97.6642,120465,4,160000
9604,"Round Rock","Texas",30.527,-97.6642,120465,2,161334
9590,"Meridian","Idaho",43.6116,-116.3977,119872,2,124950
9604,"Meridian","Idaho",43.6116,-116.3977,119872,2,123103
9590,"Duluth","Minnesota",46.7756,-92.1393,118574,5,169050
4605,"Monroe","Louisiana",32.5185,-92.0774,116927,42,94737
9590,"Idaho Falls","Idaho",43.4871,-112.0362,108544,7,133900
4605,"Sandy Springs","Georgia",33.9366,-84.3703,107221,9,120758
9590,"Renton","Washington",47.4784,-122.1918,105355,10,107500
9604,"Renton","Washington",47.4784,-122.1918,105355,3,162000
9590,"Rialto","California",34.1175,-117.3892,103873,17,67226
9590,"Vacaville","California",38.3587,-121.9673,101631,9,72717
27732,"Kirkland","Washington",47.697,-122.2057,92015,694,160000
191,"Kirkland","Washington",47.697,-122.2057,92015,4,200000
9590,"Kirkland","Washington",47.697,-122.2057,92015,145,63400
9604,"Kirkland","Washington",47.697,-122.2057,92015,4,159180
9590,"Whittier","California",33.9678,-118.0188,86459,4,48159
9590,"Jackson","Michigan",42.2431,-84.4038,82775,4,180300
9604,"Mountain View","California",37.4001,-122.0796,82132,562,175146
27732,"Mountain View","California",37.4001,-122.0796,82132,1698,180000
57585,"Mountain View","California",37.4001,-122.0796,82132,387,182362
4605,"Mountain View","California",37.4001,-122.0796,82132,2,192941
132,"Mountain View","California",37.4001,-122.0796,82132,5,176400
9590,"Mountain View","California",37.4001,-122.0796,82132,3,152789
191,"Mountain View","California",37.4001,-122.0796,82132,11,198940
9604,"Cheyenne","Wyoming",41.135,-104.7902,78204,51,138450
9590,"Camarillo","California",34.223,-119.0321,76748,4,142000
494,"Redmond","Washington",47.6763,-122.1169,73728,63,212905
9590,"Mansfield","Texas",32.569,-97.1213,73680,2,104374
9590,"Wilmington","Delaware",39.7415,-75.5416,71034,21,106642
9590,"Bayonne","New Jersey",40.6668,-74.1158,70497,3,155000
9590,"South San Francisco","California",37.6538,-122.4196,65596,12,107470
9590,"Commerce City","Colorado",39.8641,-104.843,63050,4,44900
9590,"Medford","Massachusetts",42.4234,-71.1087,61748,2,123600
9590,"San Rafael","California",37.9905,-122.5221,60891,2,220000
4605,"Chapel Hill","North Carolina",35.9271,-79.0391,58919,4,125948
9590,"Madison","Alabama",34.7114,-86.7626,56967,4,171500
4605,"Brookhaven","Georgia",33.8743,-84.3314,56848,27,115730
4605,"Smyrna","Georgia",33.8633,-84.5168,55863,2,153590
9590,"Tinley Park","Illinois",41.567,-87.8049,55571,3,95400
9604,"Bentonville","Arkansas",36.3547,-94.2305,54513,4,141000
9604,"Edina","Minnesota",44.8914,-93.3602,53037,2,159862
9604,"Glendora","California",34.1449,-117.8467,52095,5,33280
9590,"Cathedral City","California",33.8362,-116.4642,51964,2,115950
9604,"Aliso Viejo","California",33.5792,-117.7289,51896,6,162000
9590,"Euclid","Ohio",41.5903,-81.5188,49279,7,60216
132,"Biloxi","Mississippi",30.4426,-88.9514,49141,7,155138
9590,"Cerritos","California",33.8678,-118.0686,49016,2,160000
9590,"Poway","California",32.9871,-117.0201,48737,8,76691
9590,"Everett","Massachusetts",42.4064,-71.0545,48685,3,146500
9590,"Prescott","Arizona",34.5849,-112.4473,46054,21,102950
9590,"Olive Branch","Mississippi",34.961,-89.8469,45938,8,47590
4605,"Ashburn","Virginia",39.0277,-77.4714,45479,42,167000
9604,"Ashburn","Virginia",39.0277,-77.4714,45479,21,168000
9590,"Ashburn","Virginia",39.0277,-77.4714,45479,3,101600
191,"Ashburn","Virginia",39.0277,-77.4714,45479,2,167580
9590,"Oakley","California",37.9929,-121.6952,43525,5,61400
9590,"Linden","New Jersey",40.6251,-74.2383,43478,2,49005
9590,"Puyallup","Washington",47.1793,-122.2902,42610,6,142800
9590,"Schertz","Texas",29.565,-98.2535,42545,5,86790
4605,"Coppell","Texas",32.9639,-96.9903,42513,72,142100
9590,"Coppell","Texas",32.9639,-96.9903,42513,23,104374
9590,"Hollister","California",36.8555,-121.3986,42093,9,92000
27732,"Lancaster","Ohio",39.7248,-82.6049,40616,7,73500
9590,"Holyoke","Massachusetts",42.2125,-72.6411,38210,4,130000
9590,"East Point","Georgia",33.6696,-84.4701,38113,3,58080
9590,"Oak Creek","Wisconsin",42.8803,-87.9009,36286,11,57814
9604,"Fuquay-Varina","North Carolina",35.5953,-78.7778,35428,2,145000
9590,"West Hollywood","California",34.0883,-118.3719,35358,4,134500
9590,"Spanaway","Washington",47.0979,-122.4233,34015,2,52200
9590,"American Fork","Utah",40.3783,-111.7953,33986,2,68900
9590,"Petersburg","Virginia",37.2043,-77.3913,33261,4,125746
9590,"Foster City","California",37.5553,-122.2659,33215,2,168000
27732,"Goleta","California",34.4361,-119.8594,32640,28,155000
9590,"Florence","Kentucky",38.9899,-84.6471,32056,2,110011
132,"Ithaca","New York",42.4442,-76.5032,31359,2,165254
9590,"Brownsburg","Indiana",39.8337,-86.383,29379,2,177600
9590,"Frankfort","Kentucky",38.1924,-84.8643,28460,2,103000
9604,"Maple Valley","Washington",47.3659,-122.0368,27889,2,175550
9590,"Balch Springs","Texas",32.7194,-96.6151,27322,6,123600
9590,"Union City","Georgia",33.5942,-84.5629,26869,21,130000
9590,"Temple Terrace","Florida",28.0436,-82.3773,26818,8,105581
9590,"Edwardsville","Illinois",38.7922,-89.9874,26622,6,103900
9590,"West Chicago","Illinois",41.896,-88.2253,25632,4,142800
9604,"Elkridge","Maryland",39.1941,-76.7428,25251,30,173200
4605,"Elkridge","Maryland",39.1941,-76.7428,25251,7,180703
9590,"Edgewood","Maryland",39.419,-76.2964,25116,2,55286
132,"Herndon","Virginia",38.9699,-77.3867,24456,19,169766
132,"Los Angeles","California",34.1141,-118.4068,11922389,80,173668
27732,"Los Angeles","California",34.1141,-118.4068,11922389,575,153000
9604,"Los Angeles","California",34.1141,-118.4068,11922389,46,146906
9590,"Los Angeles","California",34.1141,-118.4068,11922389,195,130773
132,"Miami","Florida",25.784,-80.2101,6080145,48,167475
27732,"Miami","Florida",25.784,-80.2101,6080145,74,142000
9604,"Miami","Florida",25.784,-80.2101,6080145,16,139300
9590,"Miami","Florida",25.784,-80.2101,6080145,63,104300
4605,"Miami","Florida",25.784,-80.2101,6080145,17,116174
132,"Houston","Texas",29.786,-95.3885,5970127,8,141475
9590,"Houston","Texas",29.786,-95.3885,5970127,182,98301
9590,"Dallas","Texas",32.7935,-96.7667,5830932,610,96554
57585,"Atlanta","Georgia",33.7628,-84.422,5180179,7,177723
132,"Washington","District of Columbia",38.9047,-77.0163,5116378,74,178425
27732,"Washington","District of Columbia",38.9047,-77.0163,5116378,401,157000
9604,"Washington","District of Columbia",38.9047,-77.0163,5116378,1052,153500
4605,"Washington","District of Columbia",38.9047,-77.0163,5116378,186,123000
9590,"Washington","District of Columbia",38.9047,-77.0163,5116378,63,129750
57585,"Seattle","Washington",47.6211,-122.3244,3561397,2,177130
9590,"San Francisco","California",37.7558,-122.4449,3364979,539,144726
227,"San Francisco","California",37.7558,-122.4449,3364979,8,175150
27732,"San Diego","California",32.8313,-117.1222,3046560,102,158000
227,"San Diego","California",32.8313,-117.1222,3046560,32,172214
9604,"San Diego","California",32.8313,-117.1222,3046560,19,159505
27732,"Denver","Colorado",39.762,-104.8758,2687458,2,159150
9590,"St. Louis","Missouri",38.6359,-90.2451,2130881,3,70054
4605,"Sacramento","California",38.5677,-121.4685,1957738,19,120850
9604,"Sacramento","California",38.5677,-121.4685,1957738,5,155318
9590,"Sacramento","California",38.5677,-121.4685,1957738,14,93558
191,"Austin","Texas",30.3005,-97.7522,1905945,6,178291
4605,"San Jose","California",37.3012,-121.848,1771413,196,178223
27732,"San Jose","California",37.3012,-121.848,1771413,50,173000
307,"San Jose","California",37.3012,-121.848,1771413,38,160922
9604,"San Jose","California",37.3012,-121.848,1771413,28,163334
9590,"San Jose","California",37.3012,-121.848,1771413,117,148400
191,"San Jose","California",37.3012,-121.848,1771413,29,203924
132,"Indianapolis","Indiana",39.7771,-86.1458,1729849,326,121650
9590,"Indianapolis","Indiana",39.7771,-86.1458,1729849,26,96500
9604,"Indianapolis","Indiana",39.7771,-86.1458,1729849,7,145000
4605,"Indianapolis","Indiana",39.7771,-86.1458,1729849,6,112820
9590,"Bronx","New York",40.8501,-73.8662,1472654,3,74400
4605,"Charlotte","North Carolina",35.2083,-80.8303,1427444,7,116420
9590,"Charlotte","North Carolina",35.2083,-80.8303,1427444,46,86029
9604,"Jacksonville","Florida",30.3322,-81.6749,1288298,2,135000
4605,"Hartford","Connecticut",41.7661,-72.6834,974684,3,163248
9604,"Hartford","Connecticut",41.7661,-72.6834,974684,2,150000
9590,"Hartford","Connecticut",41.7661,-72.6834,974684,2,118200
9590,"Mission Viejo","California",33.6096,-117.6551,642211,4,53500
4605,"Columbia","South Carolina",34.0378,-80.9036,604065,4,98199
9604,"Des Moines","Iowa",41.5725,-93.6105,548926,53,138450
4605,"Des Moines","Iowa",41.5725,-93.6105,548926,3,66000
9590,"Mesa","Arizona",33.4015,-111.7178,503390,6,66664
9590,"Staten Island","New York",40.5834,-74.1496,495747,8,133016
9590,"Spokane","Washington",47.6671,-117.433,456219,16,84698
9590,"Stockton","California",37.9765,-121.3109,413637,30,122366
9590,"Honolulu","Hawaii",21.3294,-157.846,348547,5,128500
9590,"Anaheim","California",33.839,-117.8574,347111,2,107000
307,"Fort Collins","Colorado",40.5477,-105.0656,335398,16,117600
9604,"Fort Collins","Colorado",40.5477,-105.0656,335398,7,136200
9590,"Lansing","Michigan",42.7142,-84.5601,322561,13,135902
4605,"Lansing","Michigan",42.7142,-84.5601,322561,36,96972
27732,"Ann Arbor","Michigan",42.2759,-83.731,308983,41,167000
9590,"Concord","North Carolina",35.3933,-80.6369,288783,9,108451
9590,"South Bend","Indiana",41.6767,-86.2696,278061,3,83491
9590,"Salem","Oregon",44.9233,-123.0244,266420,5,117000
9590,"Chesapeake","Virginia",36.6778,-76.3023,249377,11,62858
9604,"Norfolk","Virginia",36.8945,-76.259,236973,3,134000
9604,"Fargo","North Dakota",46.8651,-96.8292,228364,66,117620
4605,"Fargo","North Dakota",46.8651,-96.8292,228364,2,163696
9590,"Fargo","North Dakota",46.8651,-96.8292,228364,4,72800
9590,"Fontana","California",34.0968,-117.4599,209279,12,98280
191,"Frisco","Texas",33.156,-96.8216,202075,4,182725
9604,"Frisco","Texas",33.156,-96.8216,202075,2,149020
9590,"Spartanburg","South Carolina",34.9442,-81.9251,200000,2,138100
9590,"Nampa","Idaho",43.5844,-116.5638,193935,2,52458
191,"Peoria","Arizona",33.7843,-112.2989,191292,2,210028
9590,"Ocala","Florida",29.178,-82.1511,186840,4,95700
9590,"Fredericksburg","Virginia",38.2992,-77.4872,176791,14,69155
9590,"Manchester","New Hampshire",42.9848,-71.4447,169097,11,60965
9590,"Visalia","California",36.3276,-119.3269,163681,12,77064
57585,"Sunnyvale","California",37.3836,-122.0255,154573,245,185900
227,"Sunnyvale","California",37.3836,-122.0255,154573,90,189262
27732,"Sunnyvale","California",37.3836,-122.0255,154573,1903,170000
9604,"Sunnyvale","California",37.3836,-122.0255,154573,36,164562
9590,"Sunnyvale","California",37.3836,-122.0255,154573,1222,141378
191,"Sunnyvale","California",37.3836,-122.0255,154573,58,204000
132,"Bellevue","Washington",47.5951,-122.1535,150606,172,169964
4605,"Bellevue","Washington",47.5951,-122.1535,150606,49,151177
57585,"Bellevue","Washington",47.5951,-122.1535,150606,12,184960
27732,"Bellevue","Washington",47.5951,-122.1535,150606,22,157000
9604,"Bellevue","Washington",47.5951,-122.1535,150606,14,154561
9590,"Bellevue","Washington",47.5951,-122.1535,150606,3620,127338
191,"Bellevue","Washington",47.5951,-122.1535,150606,59,198940
9590,"Elkhart","Indiana",41.6916,-85.9627,149423,174,187500
9590,"Naperville","Illinois",41.748,-88.1659,149089,3,153600
27732,"Thornton","Colorado",39.9197,-104.9438,141799,78,122000
9590,"Thornton","Colorado",39.9197,-104.9438,141799,17,129189
9590,"Pasadena","California",34.1597,-118.139,137554,7,117250
4605,"Bloomington","Illinois",40.4757,-88.9703,136524,9,100650
27732,"Santa Clara","California",37.3646,-121.968,128058,3,170000
9590,"Simi Valley","California",34.2663,-118.749,127568,2,142800
9604,"Simi Valley","California",34.2663,-118.749,127568,8,68640
9590,"Kenosha","Wisconsin",42.5865,-87.8773,124297,20,69285
4605,"Cambridge","Massachusetts",42.3759,-71.1185,117962,42,159550
27732,"Cambridge","Massachusetts",42.3759,-71.1185,117962,342,153000
9604,"Cambridge","Massachusetts",42.3759,-71.1185,117962,59,136500
132,"Cambridge","Massachusetts",42.3759,-71.1185,117962,8,148000
9590,"Cambridge","Massachusetts",42.3759,-71.1185,117962,33,126000
191,"Cambridge","Massachusetts",42.3759,-71.1185,117962,5,187000
4605,"Costa Mesa","California",33.6667,-117.9135,111490,16,133250
9590,"Jurupa Valley","California",34.001,-117.4706,105672,5,61400
9604,"San Mateo","California",37.5522,-122.3121,104165,2,177000
191,"San Mateo","California",37.5522,-122.3121,104165,4,208626
9604,"San Marcos","California",33.135,-117.1743,94360,2,172350
132,"Tracy","California",37.7269,-121.4523,94027,2,193962
9590,"Tracy","California",37.7269,-121.4523,94027,26,61100
4605,"Norwalk","Connecticut",41.1144,-73.4215,91050,6,150000
9590,"Fort Myers","Florida",26.6194,-81.8302,88699,3,66997
27732,"San Ramon","California",37.7624,-121.9365,86119,2,188000
9604,"Melbourne","Florida",28.1086,-80.6627,84982,5,123600
27732,"Redwood City","California",37.5025,-122.2253,83077,6,158000
191,"Redwood City","California",37.5025,-122.2253,83077,4,199920
9590,"Turlock","California",37.5053,-120.8588,79301,5,94000
9590,"Perris","California",33.7898,-117.2233,78881,2,54450
9590,"Upland","California",34.1178,-117.6604,78847,3,127150
9590,"Schaumburg","Illinois",42.0308,-88.0838,77571,4,152000
9590,"Bethlehem","Pennsylvania",40.6266,-75.3679,76555,3,131126
9604,"Redmond","Washington",47.6763,-122.1169,73728,4511,146175
27732,"Redmond","Washington",47.6763,-122.1169,73728,12,160000
9590,"Redmond","Washington",47.6763,-122.1169,73728,1087,129300
191,"Redmond","Washington",47.6763,-122.1169,73728,16,196374
57585,"Redmond","Washington",47.6763,-122.1169,73728,2,191209
9590,"Daytona Beach","Florida",29.1995,-81.0982,73329,31,123800
9590,"Redlands","California",34.0512,-117.1712,73234,13,84800
9604,"Georgetown","Texas",30.666,-97.6966,71788,2,156100
9590,"Dublin","California",37.7161,-121.8963,71068,2,165000
4605,"Dubuque","Iowa",42.5002,-90.707,68601,2,70172
4605,"Bethesda","Maryland",38.9866,-77.1188,66316,24,131076
9590,"Pontiac","Michigan",42.6493,-83.2878,61965,4,100214
227,"Cupertino","California",37.3168,-122.0466,59763,158,183511
132,"Cupertino","California",37.3168,-122.0466,59763,2,179920
9590,"Cupertino","California",37.3168,-122.0466,59763,105,142039
191,"Hoboken","New Jersey",40.7452,-74.0281,58754,2,209905
9604,"New Brunswick","New Jersey",40.487,-74.445,55718,2,140040
4605,"Bentonville","Arkansas",36.3547,-94.2305,54513,4,92853
307,"Aloha","Oregon",45.492,-122.8725,53532,2,124005
191,"West New York","New Jersey",40.7857,-74.0094,52438,4,209720
4605,"Coral Gables","Florida",25.7037,-80.2715,49696,7,153759
9590,"Shakopee","Minnesota",44.7745,-93.4772,44135,17,67454
27732,"San Bruno","California",37.6256,-122.4313,43218,318,163000
4605,"Manassas","Virginia",38.7479,-77.4838,42620,10,98000
4605,"Annapolis","Maryland",38.9706,-76.5047,40719,18,300000
9590,"Lynnwood","Washington",47.8284,-122.3033,39867,2,152400
132,"Lynnwood","Washington",47.8284,-122.3033,39867,2,215000
9604,"Lynnwood","Washington",47.8284,-122.3033,39867,2,164950
191,"Tucker","Georgia",33.8436,-84.2024,36994,2,209664
9604,"Woodstock","Georgia",34.1026,-84.5091,35171,2,129300
9590,"Plainfield","Indiana",39.6954,-86.3716,35078,23,96866
9590,"Merritt Island","Florida",28.3139,-80.6708,34300,71,128600
191,"Menlo Park","California",37.4685,-122.1673,33324,237,190000
9590,"Los Gatos","California",37.2304,-121.9562,33093,26,158226
9590,"Beverly Hills","California",34.0786,-118.4021,32406,15,99600
9590,"Maryville","Tennessee",35.7468,-83.9789,31876,3,144700
191,"Prosper","Texas",33.2394,-96.8087,31507,2,179332
9590,"SeaTac","Washington",47.4444,-122.2986,30927,2,52146
9590,"Hazleton","Pennsylvania",40.9505,-75.9725,29671,12,36920
191,"Sachse","Texas",32.9726,-96.5793,27829,2,192651
9590,"Plainview","New York",40.7832,-73.4732,26620,4,73000
4605,"Paramus","New Jersey",40.9455,-74.0712,26582,33,155943
9590,"Paramus","New Jersey",40.9455,-74.0712,26582,5,89650
494,"Camas","Washington",45.6005,-122.4304,26387,2,194154
132,"East Chicago","Indiana",41.6469,-87.4545,26363,2,218598
9590,"Pooler","Georgia",32.1043,-81.2569,26264,24,85000
9590,"Lodi","New Jersey",40.8784,-74.0814,25969,2,150591
9590,"Bessemer","Alabama",33.3712,-86.9728,25890,34,61800
9590,"Melrose Park","Illinois",41.903,-87.8636,25177,3,35859
9590,"Carteret","New Jersey",40.5849,-74.2284,25161,14,101670
9590,"Moses Lake","Washington",47.1279,-119.2759,25155,2,147300
9590,"Herndon","Virginia",38.9699,-77.3867,24456,198,101504
4605,"Herndon","Virginia",38.9699,-77.3867,24456,41,127600
494,"Herndon","Virginia",38.9699,-77.3867,24456,2,184250
4605,"King of Prussia","Pennsylvania",40.0963,-75.3821,24423,15,148031
27732,"Papillion","Nebraska",41.1511,-96.0665,24016,12,77000
9590,"Patterson","California",37.4758,-121.1536,23678,5,107500
4605,"Chantilly","Virginia",38.8868,-77.4453,23107,34,124000
9590,"Katy","Texas",29.7905,-95.8353,22826,6,151000
132,"Katy","Texas",29.7905,-95.8353,22826,2,175000
4605,"Secaucus","New Jersey",40.781,-74.0659,21470,9,159796
191,"Secaucus","New Jersey",40.781,-74.0659,21470,2,204470
9590,"Carlisle","Pennsylvania",40.2,-77.2034,20846,14,103002
9590,"Mill Creek","Washington",47.8631,-122.2037,20797,4,150000
9590,"Arlington","Washington",48.1701,-122.1442,20263,27,56800
9590,"Erlanger","Kentucky",39.0109,-84.5864,19577,32,75920
9590,"Cocoa","Florida",28.382,-80.7675,19073,2,123800
4605,"West Chester","Pennsylvania",39.9601,-75.6058,19016,2,154689
9590,"Republic","Missouri",37.1452,-93.4446,18824,6,33800
9590,"Mebane","North Carolina",36.0852,-79.2736,17899,2,95000
9590,"West Columbia","South Carolina",33.9932,-81.0936,17459,12,123800
9590,"Los Lunas","New Mexico",34.8115,-106.7803,17452,5,150860
4605,"Lake Mary","Florida",28.7592,-81.336,16636,2,124232
27732,"The Dalles","Oregon",45.6053,-121.1818,15988,25,119500
9590,"Monroe","Ohio",39.4461,-84.3667,15202,9,150000
9590,"Tonawanda","New York",43.0105,-78.8805,15096,7,142800
9590,"Hazel Park","Michigan",42.4619,-83.0977,15065,6,133100
27732,"Red Oak","Texas",32.5212,-96.7866,14853,8,79000
9590,"Shepherdsville","Kentucky",37.9813,-85.7007,14136,31,130000
9590,"Channahon","Illinois",41.421,-88.2599,13807,12,68000
9590,"Braselton","Georgia",34.1087,-83.8127,13804,2,123800
9604,"Snoqualmie","Washington",47.5293,-121.8412,13762,2,173885
9590,"Willow Grove","Pennsylvania",40.1469,-75.1174,13759,6,177600
9590,"Richmond","Texas",29.5824,-95.7563,11931,3,112445
9590,"Lanham","Maryland",38.962,-76.8421,11662,4,129200
9590,"Canton","Mississippi",32.5975,-90.0317,10951,8,128000
9590,"Sumner","Washington",47.2189,-122.2338,10589,25,77189
9590,"Airway Heights","Washington",47.6459,-117.5792,10570,2,50500
9590,"Whitestown","Indiana",39.9706,-86.3612,10253,7,101920
9590,"Davenport","Florida",28.1587,-81.6083,10246,6,170280
9590,"East Setauket","New York",40.921,-73.0942,10234,4,183500
9590,"DuPont","Washington",47.1079,-122.6495,9955,12,120370
9590,"Jessup","Maryland",39.1488,-76.7772,9602,3,97200
9590,"Fishersville","Virginia",38.105,-78.9826,9422,7,58116
9604,"Mechanicsburg","Pennsylvania",40.2115,-77.006,9402,4,168000
9590,"Plymouth","Michigan",42.3718,-83.468,9300,3,136000
9590,"Bernalillo","New Mexico",35.3127,-106.5537,9286,3,67250
9590,"Breinigsville","Pennsylvania",40.5394,-75.6347,9035,16,106912
9604,"Duvall","Washington",47.7354,-121.9726,8128,4,175700
27732,"Austell","Georgia",33.8201,-84.6451,8109,8,59500
9590,"Park City","Kansas",37.8101,-97.3256,7703,5,60900
9590,"Umatilla","Oregon",45.9119,-119.3133,7433,22,70470
132,"Cumming","Georgia",34.2063,-84.1339,7371,2,160000
9590,"University Park","Illinois",41.4461,-87.7154,7328,7,108618
9590,"Stone Mountain","Georgia",33.8035,-84.1723,6638,9,118810
9590,"Hebron","Kentucky",39.0626,-84.709,6607,12,106642
9604,"Northville","Michigan",42.4355,-83.489,6088,2,120000
9604,"Dulles Town Center","Virginia",39.0265,-77.4196,5884,48,138450
9590,"Shippensburg","Pennsylvania",40.0484,-77.5227,5688,12,110000
9590,"Theodore","Alabama",30.5408,-88.1885,5123,4,61100
9590,"Monee","Illinois",41.4181,-87.7502,5120,19,108618
9590,"Penns Grove","New Jersey",39.7275,-75.4691,4841,3,142800
9590,"Brisbane","California",37.6902,-122.4021,4756,3,90700
4605,"Armonk","New York",41.1319,-73.7138,4378,66,140396
9590,"West Jefferson","Ohio",39.9475,-83.3076,4186,9,68578
9590,"Malvern","Pennsylvania",40.0329,-75.5146,3389,21,75691
9590,"East Syracuse","New York",43.0638,-76.0698,3065,4,68900
9590,"New Stanton","Pennsylvania",40.2237,-79.6086,2433,4,142800
27732,"Bridgeport","Alabama",34.9496,-85.7243,2366,7,97000
4605,"Yorktown Heights","New York",41.2697,-73.7755,2147,139,119000
9590,"Byhalia","Mississippi",34.869,-89.689,1990,2,142800
9590,"Prince George","Virginia",37.2209,-77.2683,1964,4,119004
9590,"Pendergrass","Georgia",34.1646,-83.6827,1705,4,123800
9590,"North Randall","Ohio",41.4327,-81.5291,1113,8,131810
9590,"Etna","Ohio",39.9544,-82.6878,958,9,72883
9590,"Appling","Georgia",33.5588,-82.3183,701,10,95368
9590,"Industry","California",34.0175,-117.9267,234,2,68900
9590,"Park","Kansas",39.1117,-100.3614,94,10,61800
9590,"Teterboro","New Jersey",40.858,-74.0594,91,3,70845
132,"Bay",,14.18,121.28,67182,3,198150
4605,"Annapolis Junction","Maryland",39.12287,-76.78757,0,17,134072
9604,"Annapolis Junction","Maryland",39.12287,-76.78757,0,10,140250
9590,"Annapolis Junction","Maryland",39.12287,-76.78757,0,4,114500
9590,"Antioch","Tennessee",36.35588,-86.25499,0,2,112000
9590,"Bensalem","Pennsylvania",40.10455,-74.95128,60427,4,178000
307,"Boxborough","Massachusetts",42.49084,-71.52851,4996,23,140774
9604,"Bristow","Virginia",38.72289,-77.5361,8910,2,143994
27732,"Bristow","Virginia",38.72289,-77.5361,8910,3,93000
9590,"Burlington","New Jersey",40.07122,-74.86489,9808,7,109040
9590,"Charlton","Massachusetts",42.13565,-71.97007,12764,8,125000
9590,"Cranbury","New Jersey",40.31622,-74.51376,2181,8,145700
9590,"Granville","New York",43.40785,-73.25955,2467,2,81900
9590,"Hanover","Maryland",39.19289,-76.72414,38088,4,52582
9590,"La Jolla","California",32.84727,-117.2742,42808,3,139675
9590,"Lancaster","New York",42.90061,-78.67031,10258,7,88816
9604,"Maine","Maine",46.82004,-67.92308,0,454,152050
132,"Maine","Maine",46.82004,-67.92308,0,3,199412
9590,"New Windsor","New York",41.47676,-74.02375,8922,5,81900
9590,"North Andover","Massachusetts",42.6987,-71.13506,28222,16,142800
9590,"North Haven","Connecticut",41.39093,-72.85954,24093,9,146600
9590,"Northridge","California",34.22834,-118.53675,68469,8,114300
9590,"Robbinsville","New Jersey",40.21455,-74.61932,3041,11,150000
9590,"Rock Tavern","New York",41.4662,-74.19126,0,5,43400
9604,"Salem","New Hampshire",42.78842,-71.20089,29549,2,140000
4605,"Southbury","Connecticut",41.48148,-73.21317,19836,4,127317
494,"Westborough","Massachusetts",42.26954,-71.61618,4045,6,140250
9590,"Westborough","Massachusetts",42.26954,-71.61618,4045,425,100200
9590,"Windsor","Connecticut",41.8526,-72.6437,28778,19,78894
27732,"Pryor","Oklahoma",36.30843,-95.31691,8708,39,111000
9590,"Forney","Texas",32.744,-96.4529,25269,9,104374
9590,"Romulus","Michigan",42.2237,-83.366,25055,8,139300
9590,"Morton Grove","Illinois",42.0423,-87.789,24910,7,126000
307,"Fairfax","Virginia",38.8531,-77.2997,24242,28,183201
4605,"Fairfax","Virginia",38.8531,-77.2997,24242,11,158320
9590,"Fairfax","Virginia",38.8531,-77.2997,24242,8,132000
